Id	Retry	Status	ExitCode	Submit	Start	Finish	Wall time	Site	data.ScheddName	Job LOG	PostJob Log	_id	data.Status
1681	1	finished	0	Feb-02 23:54:51	Feb-04 13:29:38	Feb-04 19:41:35	06:11:57	T2_US_Caltech	undefined	JobLog	PostJob	undefined	undefined
1655	1	finished	0	Feb-02 23:54:42	Feb-04 13:16:53	Feb-04 19:34:57	06:18:04	T2_US_Vanderbilt	undefined	JobLog	PostJob	undefined	undefined
1579	3	finished	0	Feb-04 09:54:05	Feb-04 12:23:12	Feb-04 19:16:42	06:53:30	T2_US_Vanderbilt	undefined	JobLog	PostJob	undefined	undefined
1641	1	finished	0	Feb-02 23:54:40	Feb-04 13:16:54	Feb-04 15:57:35	02:40:41	T2_US_Vanderbilt	undefined	JobLog	PostJob	undefined	undefined
1612	1	finished	0	Feb-02 23:54:29	Feb-04 09:19:30	Feb-04 14:32:19	05:12:49	T2_US_Wisconsin	undefined	JobLog	PostJob	undefined	undefined
1596	1	finished	0	Feb-02 23:54:22	Feb-04 07:50:59	Feb-04 13:34:02	05:43:03	T2_US_Caltech	undefined	JobLog	PostJob	undefined	undefined
1585	1	finished	0	Feb-02 23:54:21	Feb-04 06:16:10	Feb-04 12:32:16	06:16:06	T2_US_Nebraska	undefined	JobLog	PostJob	undefined	undefined
1561	1	finished	0	Feb-02 23:54:11	Feb-04 04:00:15	Feb-04 09:50:14	05:49:58	T2_US_Wisconsin	undefined	JobLog	PostJob	undefined	undefined
1589	1	finished	0	Feb-02 23:54:21	Feb-04 06:20:44	Feb-04 09:40:53	03:20:09	T2_US_Purdue	undefined	JobLog	PostJob	undefined	undefined
1562	1	finished	0	Feb-02 23:54:17	Feb-04 04:00:15	Feb-04 09:09:05	05:08:50	T2_US_UCSD	undefined	JobLog	PostJob	undefined	undefined
1568	1	finished	0	Feb-02 23:54:18	Feb-04 04:00:15	Feb-04 08:25:01	04:24:46	T2_US_UCSD	undefined	JobLog	PostJob	undefined	undefined
