Id	Retry	Status	ExitCode	Submit	Start	Finish	Wall time	Site	data.ScheddName	Job LOG	PostJob Log	_id	data.Status
93	3	finished	0	Jan-20 01:39:00	Jan-22 16:19:46	Jan-22 23:13:42	06:53:56	T2_US_Wisconsin	undefined	JobLog	PostJob	undefined	undefined
91	3	finished	0	Jan-20 01:38:59	Jan-22 16:19:48	Jan-22 23:08:18	06:48:30	T2_US_Vanderbilt	undefined	JobLog	PostJob	undefined	undefined
123	3	finished	0	Jan-20 01:39:10	Jan-22 16:19:57	Jan-22 23:01:20	06:41:23	T2_US_Vanderbilt	undefined	JobLog	PostJob	undefined	undefined
105	3	finished	0	Jan-20 01:39:02	Jan-22 16:19:51	Jan-22 23:03:27	06:43:35	T2_US_Wisconsin	undefined	JobLog	PostJob	undefined	undefined
130	3	finished	0	Jan-20 01:39:11	Jan-22 16:20:02	Jan-22 23:07:45	06:47:43	T2_US_Vanderbilt	undefined	JobLog	PostJob	undefined	undefined
113	3	finished	0	Jan-20 01:39:08	Jan-22 16:19:53	Jan-22 23:03:41	06:43:48	T2_US_Wisconsin	undefined	JobLog	PostJob	undefined	undefined
121	3	finished	0	Jan-20 01:39:10	Jan-22 16:19:56	Jan-22 22:55:06	06:35:10	T2_US_Vanderbilt	undefined	JobLog	PostJob	undefined	undefined
116	3	finished	0	Jan-20 01:39:09	Jan-22 16:19:54	Jan-22 22:22:40	06:02:46	T2_US_Wisconsin	undefined	JobLog	PostJob	undefined	undefined
150	3	finished	0	Jan-20 01:39:19	Jan-22 16:29:42	Jan-22 21:15:45	04:46:03	T2_US_Purdue	undefined	JobLog	PostJob	undefined	undefined
148	3	finished	0	Jan-20 01:39:13	Jan-22 16:29:39	Jan-22 20:58:16	04:28:36	T2_US_Purdue	undefined	JobLog	PostJob	undefined	undefined
